vendor_id,vendor_name,vendor_type,gst_number,pan_number,bank_account_number,ifsc_code,city,state,onboarding_date,vendor_status,risk_category,contact_email,contact_phone,payment_terms_days,last_transaction_date
VEN-100688,Silverline Distributors Pvt Ltd,Goods Supplier,19VBSFR7969J5ZP,VBSFR7969J,147091840261151354,KKBK0909BJK,Kolkata,West Bengal,2020-09-16,Inactive,Low,accounts@silverlinesupplies.in,+917022692760,30,2024-11-23
VEN-100689,Apex Raw Materials Ltd,Raw Material Supplier,27EYJPH0239E2Z5,EYJPH0239E,152110167968465785,IOBA0THAMM2,Pune,Maharashtra,2022-11-14,Active,Low,info@apex.com,+916287937551,15,2025-01-10
VEN-100690,Zenith Solutions Pvt Ltd,Service Provider,27RYSKG9205L6ZS,RYSKG9205L,77156295082876,BARB01JYP47,Pune,Maharashtra,2025-10-20,Active,High,info@zenith.com,+918161386418,30,2026-07-16
VEN-100691,Unity Services Pvt Ltd,Service Provider,19BRVGR6737Q4ZL,BRVGR6737Q,982557142761978180,BARB0P6KVMU,Kolkata,West Bengal,2024-06-04,Inactive,Medium,info@unity.com,+917917118152,45,
VEN-100692,Himalaya Enterprises Pvt Ltd,Goods Supplier,29CKUPA7436K1ZR,CKUPA7436K,3751275761147167,ICIC0FI27YG,Bengaluru,Karnataka,2025-07-16,Active,Low,accounts@himalayasupplies.in,+916422093667,15,2025-09-02
VEN-100693,Silverline Constructions Pvt Ltd,Contractor,24BRGTL3080Z5ZI,BRGTL3080Z,1758190628363479,ICIC0OINZE9,Ahmedabad,Gujarat,2021-03-25,Active,Low,info@silverline.com,+918157843818,90,2025-02-27
VEN-100694,Falcon Facility Services Pvt Ltd,Service Provider,24RVBQI3275F1ZB,RVBQI3275F,47469575250286,CNRB0S6OUSS,Ahmedabad,Gujarat,2019-07-29,Active,Medium,info@falcon.com,+918041721865,30,2025-09-01
VEN-100695,Yamuna Enterprises Pvt Ltd,Goods Supplier,27YNLPT5732J4ZZ,YNLPT5732J,36130238539869,BARB0ZLVXUV,Mumbai,Maharashtra,2020-05-24,Active,Low,accounts@yamunasupplies.in,+919226843215,30,2025-02-08
VEN-100696,Unity Softwares Pvt Ltd,IT Vendor,07OYFHH7665N7ZS,OYFHH7665N,4417808850240077,IOBA0SYXGCH,Delhi,Delhi,2020-06-04,Active,Low,info@unity.com,+918074004257,30,2025-10-18
VEN-100697,Ravi Builders LLP,Contractor,36IWZHT0348S4ZV,IWZHT0348S,3179974475881983,PUNB0JVZF6D,Hyderabad,Telangana,2025-11-19,Blacklisted,Medium,info@ravi.com,+919726574503,30,2025-06-28
VEN-100698,Sundaram Industrial Supplies Pvt Ltd,Goods Supplier,19WDOJI9627U9ZN,WDOJI9627U,99433483401426,PUNB0M9ILQP,Kolkata,West Bengal,2021-01-05,Active,High,accounts@sundaramsupplies.in,+917244489421,30,2025-10-14
VEN-100699,Xenon Transport Pvt Ltd,Logistics Partner,09EKDGK5659R8ZV,EKDGK5659R,7986669871317788,PUNB0HGKA95,Noida,Uttar Pradesh,2025-09-10,Active,Low,info@xenon.com,+918532077626,30,2025-09-26
VEN-100700,Om Sai Infra Projects Pvt Ltd,Contractor,19UJJNG2229Z6ZR,UJJNG2229Z,2998149696092097,ICIC028BZNT,Kolkata,West Bengal,2021-05-13,Active,Low,info@omsai.com,+919890185749,30,2025-03-20
VEN-100701,Nandi Facility Services Pvt Ltd,Service Provider,33YNTKM0774V7ZZ,YNTKM0774V,70314950607760,SBIN0K6FA0A,Chennai,Tamil Nadu,2019-05-11,Active,Low,info@nandi.com,+917000853338,30,2025-04-03
VEN-100702,Bluepeak Enterprises Pvt Ltd,Goods Supplier,07LWVAI2197V3ZE,LWVAI2197V,689576849840023511,CNRB0D9YFBT,Delhi,Delhi,2021-06-27,Inactive,Medium,accounts@bluepeaksupplies.in,+918664636685,60,2021-11-29
VEN-100703,Starlite Transport Pvt Ltd,Logistics Partner,29UVZCL7159D4ZJ,UVZCL7159D,570015881168,IOBA0W3LDGU,Bengaluru,Karnataka,2023-04-17,Inactive,Low,info@starlite.com,+916151929241,30,2024-04-15
VEN-100704,Kalpana Services Pvt Ltd,Service Provider,29BBHAL0786X7ZN,BBHAL0786X,6347728381595046,BARB095FOXX,Bengaluru,Karnataka,2023-02-16,Active,Low,info@kalpana.com,+919936088876,30,2025-09-14
VEN-100705,Bharat Distributors Pvt Ltd,Goods Supplier,36KNDRQ4946M7Z9,KNDRQ4946M,564777051769,AXIS0HRJGP5,Hyderabad,Telangana,2021-08-14,Active,Medium,accounts@bharatsupplies.in,+918567214160,30,2025-02-15
VEN-100706,Bluepeak Services Pvt Ltd,Service Provider,27DQNAJ2078I1ZQ,DQNAJ2078I,8829399052057549,IOBA073EMCS,Pune,Maharashtra,2021-02-18,Active,Low,info@bluepeak.com,+919734996226,30,2025-05-12
VEN-100707,Crystal Logistics,Logistics Partner,09ZUWOA2827C1ZD,ZUWOA2827C,217295932172,ICIC0LR9TQY,Noida,Uttar Pradesh,2020-06-21,Active,Low,info@crystal.com,+918894205717,30,2025-09-19
VEN-100708,Silverline Transport Pvt Ltd,Logistics Partner,24NUVIR1836V9ZB,NUVIR1836V,51507513085476,KKBK0HEH0YA,Ahmedabad,Gujarat,2024-03-24,Active,Low,info@silverline.com,+918584126048,45,2025-12-04
VEN-100709,Everest Builders LLP,Contractor,07SZCRS2569F7ZS,SZCRS2569F,7867643247036314,CNRB0L8QW1Y,Delhi,Delhi,2020-10-29,Active,Low,info@everest.com,+916310734612,30,2025-10-15
VEN-100710,Himalaya Softwares Pvt Ltd,IT Vendor,19PMKBQ7469Z9Z2,PMKBQ7469Z,0295088427547132,KKBK0VCLW1W,Kolkata,West Bengal,2019-07-02,Inactive,Medium,info@himalaya.com,+919611673676,30,
VEN-100711,Silverline Enterprises Pvt Ltd,Goods Supplier,29TYDNT1083K4ZZ,TYDNT1083K,86485011293452,KKBK00KR0HC,Bengaluru,Karnataka,2021-02-26,Active,Medium,accounts@silverlinesupplies.in,+916430562761,30,2025-04-13
VEN-100712,Lakshmi Solutions Pvt Ltd,Service Provider,33RGUIO2437S1ZU,RGUIO2437S,336676394443,KKBK0S650KR,Chennai,Tamil Nadu,2023-04-21,Active,Medium,info@lakshmi.com,+917212549619,45,2026-04-19
VEN-100713,Indus Consulting LLP,Service Provider,36GRVRS4194Q6ZP,GRVRS4194Q,1367405832618593,HDFC0UOKYCQ,Hyderabad,Telangana,2020-09-26,Active,Low,info@indus.com,+919418596111,30,2025-11-06
VEN-100714,Nandi Services Pvt Ltd,Service Provider,33GUZLS2964Z4ZI,GUZLS2964Z,575952937041,KKBK032CON1,Chennai,Tamil Nadu,2022-03-16,Active,Low,info@nandi.com,+918544593637,30,2026-01-09
VEN-100715,Jaya Builders LLP,Contractor,33RJFLZ3635N1ZV,RJFLZ3635N,415202887601,BARB0GU5MZ8,Chennai,Tamil Nadu,2021-10-09,Inactive,Low,info@jaya.com,+919480650788,30,
VEN-100716,Indus Consulting LLP,Service Provider,19LJVKA1819N4ZU,LJVKA1819N,7715739186971263,SBIN0S23HNK,Kolkata,West Bengal,2024-11-13,Active,Medium,info@indus.com,+919974263323,60,2025-10-14
VEN-100717,Vertex Industrial Supplies Pvt Ltd,Goods Supplier,33URRTS0345A6Z9,URRTS0345A,286154943072,UTIB0X9O5Y9,Chennai,Tamil Nadu,2019-02-11,Active,Low,accounts@vertexsupplies.in,+916814590047,15,2026-04-25
VEN-100718,Om Sai Logistics,Logistics Partner,06RMCOU3734U8Z4,RMCOU3734U,101255561350863234,BARB0FAL21P,Gurugram,Haryana,2019-04-18,Active,Low,info@omsai.com,+918759776218,90,2026-04-07
VEN-100719,Bharat Contractors & Builders,Contractor,19JOEZD3941K4Z4,JOEZD3941K,63189401477553,IOBA0I5UL7Z,Kolkata,West Bengal,2022-03-29,Active,Low,info@bharat.com,+916032884325,60,2025-12-20
VEN-100720,Everest Industrial Supplies Pvt Ltd,Goods Supplier,29XTDOE5395P1ZE,XTDOE5395P,8844486135983196,HDFC0BY9TRM,Bengaluru,Karnataka,2019-03-04,Active,Low,accounts@everestsupplies.in,+918157446802,30,2026-04-11
VEN-100721,Northgate Constructions Pvt Ltd,Contractor,24QMGFE5487K8ZG,QMGFE5487K,1058857972103032,UTIB01LUWCK,Ahmedabad,Gujarat,2025-09-04,Active,Low,info@northgate.com,+916095383633,30,2026-06-20
VEN-100722,Deepak Systems Pvt Ltd,IT Vendor,29OHIYR7562V7ZX,OHIYR7562V,7047718680597468,UTIB0WFD1NK,Bengaluru,Karnataka,2025-04-12,Active,Low,info@deepak.com,+919588907042,30,2025-06-17
VEN-100723,Uday Constructions Pvt Ltd,Contractor,07UKZQE2267B3ZD,UKZQE2267B,23788893922933,SBIN06FVB5A,Delhi,Delhi,2019-12-05,Active,Low,info@uday.com,+916039285249,30,2025-04-30
VEN-100724,Skyline Raw Materials Ltd,Raw Material Supplier,07JZXNA2473E6ZL,JZXNA2473E,489564360791,PUNB0VX1WMP,Delhi,Delhi,2020-04-01,Suspended,High,info@skyline.com,+917545495270,60,2025-11-14
VEN-100725,Uday Constructions Pvt Ltd,Contractor,36CXPIC0115A8Z0,CXPIC0115A,371430911770,UTIB0CD9EJM,Hyderabad,Telangana,2021-11-26,Active,Medium,info@uday.com,+918414600165,30,2025-06-24
VEN-100726,Indus InfoTech Pvt Ltd,IT Vendor,27NTHOY1095P3ZF,NTHOY1095P,37000245240755,ICIC0MG313F,Mumbai,Maharashtra,2022-10-01,Suspended,High,info@indus.com,+916635081732,60,2026-04-06
VEN-100727,Lakshmi Systems Pvt Ltd,IT Vendor,19PNPCN9998C7ZD,PNPCN9998C,069948461731542433,ICIC0IJO6NY,Kolkata,West Bengal,2025-08-20,Active,Low,info@lakshmi.com,+919741726188,45,2026-04-13
VEN-100728,Everest Facility Services Pvt Ltd,Service Provider,29CXTWF5601S1ZE,CXTWF5601S,9661489675006441,SBIN0EPYT49,Bengaluru,Karnataka,2018-03-09,Active,Medium,info@everest.com,+917077289961,30,2025-04-27
VEN-100729,Falcon Systems Pvt Ltd,IT Vendor,29XGYIO7865E4ZD,XGYIO7865E,6928156896344677,ICIC0Z8LS5R,Bengaluru,Karnataka,2019-09-09,Active,Medium,info@falcon.com,+919302600903,30,2025-03-11
VEN-100730,Riverside Freight Services,Logistics Partner,29LMVSI6091H2ZP,LMVSI6091H,577743892196403275,SBIN0SO6GOC,Bengaluru,Karnataka,2022-08-22,Active,Low,info@riverside.com,+917292368212,30,2025-07-03
VEN-100731,Yamuna Enterprises Pvt Ltd,Goods Supplier,27OJSLB2093E4Z8,OJSLB2093E,0073354892901886,AXIS0E2L5TU,Mumbai,Maharashtra,2019-04-22,Active,Medium,accounts@yamunasupplies.in,+919700299307,30,2025-11-14
VEN-100732,Kaveri Contractors & Builders,Contractor,36WCRWI4194H3ZW,WCRWI4194H,94071480653943,HDFC0V0F215,Hyderabad,Telangana,2021-02-25,Active,Low,info@kaveri.com,+918644836649,45,2025-02-08
VEN-100733,Sundaram Enterprises Pvt Ltd,Goods Supplier,19KCBFD8555G1ZH,KCBFD8555G,632545770834596639,CNRB0J5HI0Y,Kolkata,West Bengal,2023-11-17,Inactive,Low,accounts@sundaramsupplies.in,+916692112405,60,2023-12-01
